,title,without_stopwords,date,source,numPunct,numWords,isCap,class
509,"A list of 11 names are “Marines that gave their lives this week for everyone in this country. There is no media for them, not even a mention of their names.”","list 11 names “marines gave lives week everyone country. media them, even mention names.”",2/2/2020,Politifact,3,14,False,Fake
510,“Sunlight actually can kill the (novel coronavirus.)”,“sunlight actually kill (novel coronavirus.)”,3/16/2020,Politifact,3,5,False,Fake
511,“People are going door to door in Colorado Springs stating they are COVID testing so they can rob people!!!!”,“people going door door colorado springs stating covid testing rob people!!!!”,3/17/2020,Politifact,4,11,False,Fake
512,"""George Soros owns the WuXi PHARMA LAB located in Wuhan, China where COVID-19 was developed and conveniently Broke Out.""","""george soros owns wuxi pharma lab located wuhan, china covid-19 developed conveniently broke out.""",3/15/2020,Politifact,5,14,False,Fake
513,Says “Joe Biden wants to ban 9mm pistols.”,says “joe biden wants ban 9mm pistols.”,11/25/2019,Politifact,1,7,False,Fake
514,"“All US citizens are entitled to $700 USD per week to stay at home to avoid the spread of COVID-19 novel coronavirus, starting from March 17.”","“all us citizens entitled $700 usd per week stay home avoid spread covid-19 novel coronavirus, starting march 17.”",3/17/2020,Politifact,4,18,False,Fake
515,"Says Anthony Fauci’s statement that the coronavirus death rate is 10 times that of the seasonal flu is “a claim without any scientific basis.""","says anthony fauci’s statement coronavirus death rate 10 times seasonal flu “a claim without scientific basis.""",3/16/2020,Politifact,2,16,False,Fake
516,"Because the Federal Reserve recently cut interest rates to near 0%, “the Fed will be of little consequence now. They’ve already used what leverage they have.”","federal reserve recently cut interest rates near 0%, “the fed little consequence now. they’ve already used leverage have.”",3/15/2020,Politifact,4,18,False,Fake
517,“MSNBC actually said on air ‘I hope enough people die from coronavirus that it harms Trump’s re-election.’”,“msnbc actually said air ‘i hope enough people die coronavirus harms trump’s re-election.’”,3/11/2020,Politifact,2,13,False,Fake
518,The WHO coronavirus test “was a bad test.”,coronavirus test “was bad test.”,3/17/2020,Politifact,1,5,False,Fake
519,President Donald Trump “will evoke (sic) what is called the Stafford act” and “order a two week mandatory quarantine for the nation.”,president donald trump “will evoke (sic) called stafford act” “order two week mandatory quarantine nation.”,3/16/2020,Politifact,3,15,False,Fake
520,Donald Trump is “announcing tomorrow that the US is going into quarantine for the next 14 days.”,donald trump “announcing tomorrow us going quarantine next 14 days.”,3/16/2020,Politifact,1,10,False,Fake
521,"“Right now we have over 40,000 new jobs in a little over 18 months” in Missouri.","“right 40,000 new jobs little 18 months” missouri.",2/14/2020,Politifact,2,8,False,Fake
522,Says COVID-19 came to the United States in 2019.,says covid-19 came united states 2019.,3/12/2020,Politifact,2,6,False,Fake
523,“The CDC can detain anyone with a fever — indefinitely. … Vaccination (is) a way people could get out of detention.”,“the cdc detain anyone fever — indefinitely. … vaccination (is) way people could get detention.”,3/12/2020,Politifact,4,15,False,Fake
524,“‘The Simpsons' predicted Tom Hanks getting coronavirus in 2007.”,“‘the simpsons' predicted tom hanks getting coronavirus 2007.”,3/12/2020,Politifact,2,8,False,Fake
525,Says Nancy Pelosi was “caught trying to include abortion funding in bill to combat coronavirus.”,says nancy pelosi “caught trying include abortion funding bill combat coronavirus.”,3/12/2020,Politifact,1,11,False,Fake
526,Drinking “water a lot and gargling with warm water & salt or vinegar eliminates” the coronavirus.,drinking “water lot gargling warm water & salt vinegar eliminates” coronavirus.,3/13/2020,Politifact,2,11,False,Fake
527,Video shows President Donald Trump saying COVID-19 is Democrats’ “new hoax.”,video shows president donald trump saying covid-19 democrats’ “new hoax.”,3/3/2020,Politifact,2,10,False,Fake
528,Says you can monitor yourself for COVID-19 with a breath test.,says monitor covid-19 breath test.,3/10/2020,Politifact,2,5,False,Fake
529,"“U.S. hospitals are preparing for 96 million coronavirus infections and nearly half a million deaths, leaked documents reveal.”","“u.s. hospitals preparing 96 million coronavirus infections nearly half million deaths, leaked documents reveal.”",3/7/2020,Politifact,4,14,False,Fake
530,“It’s actually the safest time to fly.”,“it’s actually safest time fly.”,3/13/2020,Politifact,1,5,False,Fake
531,"Says if you donate blood, “they HAVE to test you” for coronavirus.","says donate blood, “they test you” coronavirus.",3/12/2020,Politifact,2,7,False,Fake
532,"""Akira’ is a 1988 movie about an apocalyptic event taking place months before Tokyo 2020 Olympics, showing the (World Health Organization) advising Japan to postpone the Olympics because of a pandemic risk""","""akira’ 1988 movie apocalyptic event taking place months tokyo 2020 olympics, showing (world health organization) advising japan postpone olympics pandemic risk""",2/27/2020,Politifact,5,21,False,Fake
533,"A post comparing two construction workers — “Joe legal” and “Jose illegal” — says “Jose” pays no taxes yet gets free medical care, food stamps, welfare, and 'head of the class' priority for his children in applying for college.","post comparing two construction workers — “joe legal” “jose illegal” — says “jose” pays taxes yet gets free medical care, food stamps, welfare, 'head class' priority children applying college.",7/14/2018,Politifact,6,29,False,Fake
534,"“(Barack Obama) set up anti-pandemic programs in 47 vulnerable countries as a way to protect against something like the coronavirus, exactly. Do you know that Trump closed 37 of them?”","“(barack obama) set anti-pandemic programs 47 vulnerable countries way protect something like coronavirus, exactly. know trump closed 37 them?”",3/9/2020,Politifact,6,19,False,Fake
535,Says Tom Hanks has a volleyball to keep him company while he’s quarantined.,says tom hanks volleyball keep company he’s quarantined.,3/12/2020,Politifact,1,8,False,Fake
536,The health insurance industry has “agreed to waive all co-payments for coronavirus treatments.”,health insurance industry “agreed waive co-payments coronavirus treatments.”,3/11/2020,Politifact,2,8,False,Fake
537,“NYC man drops dead in middle of street — suspected coronavirus!”,“nyc man drops dead middle street — suspected coronavirus!”,3/11/2020,Politifact,1,9,False,Fake
538,"If the coronavirus gets in your mouth, ""drinking water or other liquids will WASH them down through your esophagus and into the stomach. Once there in tummy ... your stomach ACID will kill all the virus.""","coronavirus gets mouth, ""drinking water liquids wash esophagus stomach. tummy ... stomach acid kill virus.""",3/6/2020,Politifact,8,15,False,Fake
539,“The coronavirus has officially reached Milwaukee County.”,“the coronavirus officially reached milwaukee county.”,3/11/2020,Politifact,1,6,False,Fake
540,"""Being exposed to the sun for two hours"" kills the 2019 coronavirus.","""being exposed sun two hours"" kills 2019 coronavirus.",3/9/2020,Politifact,3,8,False,Fake
541,“Every election year has a disease” ... SARS in 2004; avian flu in 2008; swine flu in 2010; MERS in 2012; Ebola in 2014 and 2018; Zika in 2016 and the coronavirus in 2020.,“every election year disease” ... sars 2004; avian flu 2008; swine flu 2010; mers 2012; ebola 2014 2018; zika 2016 coronavirus 2020.,2/28/2020,Politifact,9,22,False,Fake
542,“The coronavirus was invented and patented in the USA and then planted in China.”,“the coronavirus invented patented usa planted china.”,2/19/2020,Politifact,1,7,False,Fake
543,“People Of Color May Be Immune To The Coronavirus Because Of Melanin.”,“people color may immune coronavirus melanin.”,2/22/2020,Politifact,1,6,True,Fake
544,The coronavirus is “simply the common cold.”,coronavirus “simply common cold.”,3/1/2020,Politifact,1,4,False,Fake
545,"Bernie Sanders has “never taken corporate lobbyist money in his *entire political career.*""","bernie sanders “never taken corporate lobbyist money *entire political career.*""",2/20/2020,Politifact,4,10,False,Fake
546,“Coronavirus Hoax: Fake Virus Pandemic Fabricated to Cover-Up Global Outbreak of 5G Syndrome.”,“coronavirus hoax: fake virus pandemic fabricated cover-up global outbreak 5g syndrome.”,3/2/2020,Politifact,3,11,False,Fake
547,Says an image of a Vermont mansion is one of Bernie Sanders homes.,says image vermont mansion one bernie sanders homes.,3/2/2020,Politifact,1,8,False,Fake
548,"Says Donald Trump tweeted, “Corona vaccine from Israel! Stock market up! Economy even stronger now! Besides US, Israel best at inventions: Judaism, olives. Wonderful vaccine, will stop Corona DEAD around world. Can’t make vaccines when being bombed, not have been possible without peace I created in Israel!”","says donald trump tweeted, “corona vaccine israel! stock market up! economy even stronger now! besides us, israel best inventions: judaism, olives. wonderful vaccine, stop corona dead around world. can’t make vaccines bombed, possible without peace created israel!”",3/5/2020,Politifact,12,37,False,Fake
549,"The Obama administration ""didn't do anything about” swine flu.","obama administration ""didn't anything about” swine flu.",3/4/2020,Politifact,3,7,False,Fake
550,“The Obama administration made a decision on testing that turned out to be very detrimental to what we’re doing” on the coronavirus.,“the obama administration made decision testing turned detrimental we’re doing” coronavirus.,3/4/2020,Politifact,1,11,False,Fake
551,"Says Bernie Sanders “only had 3,444 votes” in Nevada.","says bernie sanders “only 3,444 votes” nevada.",2/23/2020,Politifact,2,7,False,Fake
552,Starting in March if you travel outside of the United States you won’t be allowed back in the country “due to high risk of the coronavirus.”,starting march travel outside united states won’t allowed back country “due high risk coronavirus.”,2/27/2020,Politifact,1,14,False,Fake
553,"“I pay $165 a month on my student loans for the next 13 years to pay them off. With Bernie Sanders’ plan, my student loans will be forgiven. I’ll only have to pay $450 extra in taxes a month for the next 25 years to make sure I’ll have no more student debt.”","“i pay $165 month student loans next 13 years pay off. bernie sanders’ plan, student loans forgiven. i’ll pay $450 extra taxes month next 25 years make sure i’ll student debt.”",2/28/2020,Politifact,6,31,False,Fake
554,“Asteroid warning: NASA tracks a 4KM killer rock on approach - Could end human civilisation.”,“asteroid warning: nasa tracks 4km killer rock approach - could end human civilisation.”,3/4/2020,Politifact,3,13,False,Fake
555,"Says “every time"" the DSCC endorsed someone in North Carolina's U.S. Senate primary, ""and the person they didn’t support was black, the candidate they picked ended up losing.""","says “every time"" dscc endorsed someone north carolina's u.s. senate primary, ""and person didn’t support black, candidate picked ended losing.""",2/20/2020,Politifact,9,20,False,Fake
556,"“The State of Florida has announced measures that all workplaces with 10 employees or more are to have paid mandatory leave to avoid the spread of COVID-19 coronavirus starting on March 6, 2020. All schools are to close for 2 weeks also from March 6th.”","“the state florida announced measures workplaces 10 employees paid mandatory leave avoid spread covid-19 coronavirus starting march 6, 2020. schools close 2 weeks also march 6th.”",3/4/2020,Politifact,4,26,False,Fake
557,Says the Vatican reports that Pope Francis tested negative for the coronavirus before a second test came back positive.,says vatican reports pope francis tested negative coronavirus second test came back positive.,3/3/2020,Politifact,1,13,False,Fake
558,"""Bernie (Sanders) is a communist.""","""bernie (sanders) communist.""",2/24/2020,Politifact,5,3,False,Fake
559,"“Man visited Albany, N.Y. days before dying from coronavirus.”","“man visited albany, n.y. days dying coronavirus.”",3/4/2020,Politifact,4,7,False,Fake
560,Says President Barack Obama “waited six months to call swine flu an emergency after thousands died.”,says president barack obama “waited six months call swine flu emergency thousands died.”,2/29/2020,Politifact,1,13,False,Fake
561,"Says two patients at Valley Regional Medical Center in Brownsville, Texas, “are being looked at” for possible coronavirus infections.","says two patients valley regional medical center brownsville, texas, “are looked at” possible coronavirus infections.",3/2/2020,Politifact,3,15,False,Fake
562,Says no one has died from the coronavirus in the United States.,says one died coronavirus united states.,3/1/2020,Politifact,1,6,False,Fake
563,“Shands Hospital of Gainesville Florida has confirmed its first case of coronavirus.”,“shands hospital gainesville florida confirmed first case coronavirus.”,3/1/2020,Politifact,1,8,False,Fake
564,“The coronavirus has made it to Mississippi and the lady that caught it wasn’t around nobody with it which means it is airborne. That means if the wind blows it your direction you’ll have it also.”,“the coronavirus made mississippi lady caught wasn’t around nobody means airborne. means wind blows direction you’ll also.”,2/28/2020,Politifact,2,17,False,Fake
565,Says a photo shows a man wearing a “government issue Saint Laurent hazardous materials suit.”,says photo shows man wearing “government issue saint laurent hazardous materials suit.”,3/1/2020,Politifact,1,12,False,Fake
566,“In ‘Resident Evil’ the Umbrella Corporation releases a virus that infects the people of Raccoon City. A biological research lab with the exact same logo as the Umbrella Corporation can be found in the city where the coronavirus outbreak originated.”,“in ‘resident evil’ umbrella corporation releases virus infects people raccoon city. biological research lab exact logo umbrella corporation found city coronavirus outbreak originated.”,1/27/2020,Politifact,2,23,False,Fake
567,"""Sanitizer will do nothing for the coronavirus.""","""sanitizer nothing coronavirus.""",3/2/2020,Politifact,3,3,False,Fake
568,"”America has been vaccinating cattle for coronavirus for years, yet the news tells you it’s new and gunna kill you all so go buy mask.”","”america vaccinating cattle coronavirus years, yet news tells it’s new gunna kill go buy mask.”",2/27/2020,Politifact,2,15,False,Fake
569,"Says the media cut out his request of Russian hackers to find Hillary Clinton’s emails “right at the end so that you don’t see the laughter, the joke.”","says media cut request russian hackers find hillary clinton’s emails “right end don’t see laughter, joke.”",2/29/2020,Politifact,2,16,False,Fake
570,“Florida hospital reports a coronavirus ‘infestation’ with multiple confirmed patients.”,“florida hospital reports coronavirus ‘infestation’ multiple confirmed patients.”,3/1/2020,Politifact,1,8,False,Fake
571,"""Poll Finds 38% of Americans Say They Will Not Drink Corona Beer Because of Virus.""","""poll finds 38% americans say drink corona beer virus.""",2/28/2020,Politifact,4,9,False,Fake
572,The mortality rate for the flu is “right around” that of the new coronavirus: “It’s right around 2%.”,mortality rate flu “right around” new coronavirus: “it’s right around 2%.”,2/25/2020,Politifact,3,11,False,Fake
573,“Bernie Sanders voted in favor of every war during his tenure.”,“bernie sanders voted favor every war tenure.”,2/20/2020,Politifact,1,7,False,Fake
574,“Democrat Senators high-five after voting in favor of late-term abortion.”,“democrat senators high-five voting favor late-term abortion.”,1/30/2020,Politifact,3,7,False,Fake
575,Says the coronavirus can be slowed or stopped with the “immediate widespread use of high doses of vitamin C.”,says coronavirus slowed stopped “immediate widespread use high doses vitamin c.”,1/27/2020,Politifact,1,11,False,Fake
576,Says white vans with external locks are “utilized for sex trafficking.”,says white vans external locks “utilized sex trafficking.”,11/22/2020,Politifact,1,8,False,Fake
577,“Bernie Logic: Nobody can live on $7 an hour. We must raise the minimum wage to $15 an hour. Also we must raise the tax rate to 52%. $15 an hour * 52% = $7.80. $15 an hour - $7.80 = $7.20. $7.20 an hour!!!”,“bernie logic: nobody live $7 hour. must raise minimum wage $15 hour. also must raise tax rate 52%. $15 hour * 52% = $7.80. $15 hour - $7.80 = $7.20. $7.20 hour!!!”,2/29/2020,Politifact,27,32,False,Fake
578,Says an image of a pile of needles is from Nancy Pelosi’s congressional district in San Francisco.,says image pile needles nancy pelosi’s congressional district san francisco.,1/19/2020,Politifact,1,10,False,Fake
579,“Nancy Pelosi’s Brother’s Company Received $737 Million from Obama’s Energy Dept!”,“nancy pelosi’s brother’s company received $737 million obama’s energy dept!”,2/16/2020,Politifact,2,10,False,Fake
580,"Sex traffickers are using a zip-tie contraption on the door handles of vehicles “to trick females into looking down and digging for something in their purse to cut with ... Once they’re distracted, boom! They are quickly forced into another vehicle, never to be seen again by their people.”","sex traffickers using zip-tie contraption door handles vehicles “to trick females looking digging something purse cut ... they’re distracted, boom! quickly forced another vehicle, never seen people.”",1/15/2020,Politifact,8,27,False,Fake
581,“The Social Security check is now (or soon will be) referred to as a ‘Federal Benefit Payment.’”,“the social security check (or soon be) referred ‘federal benefit payment.’”,12/27/2020,Politifact,3,11,False,Fake
582,"Says Democrats are embracing “abortion up until the moment of birth and even, horrifically, after that.”","says democrats embracing “abortion moment birth even, horrifically, that.”",2/24/2020,Politifact,3,9,False,Fake
583,Says the CDC recommends men shave their beards to protect against coronavirus.,says cdc recommends men shave beards protect coronavirus.,2/26/2020,Politifact,1,8,False,Fake
584,“Obama ordered CIA to train ISIS Jihadists”,“obama ordered cia train isis jihadists”,2/9/2020,Politifact,0,6,False,Fake
585,"Says Bernie Sanders “collaborated with Marxist regimes in the Soviet Union, Nicaragua and Cuba.”","says bernie sanders “collaborated marxist regimes soviet union, nicaragua cuba.”",2/8/2020,Politifact,2,10,False,Fake
586,Says it’s “OK to kill babies once born” in Virginia.,says it’s “ok kill babies born” virginia.,1/30/2020,Politifact,1,7,False,Fake
587,"“The coronavirus is the common cold, folks.”","“the coronavirus common cold, folks.”",2/24/2020,Politifact,2,5,False,Fake
588,"Coronavirus patients are being ""cremated alive"" in China.","coronavirus patients ""cremated alive"" china.",2/25/2020,Politifact,3,5,False,Fake
589,Says the 2008 book “End of Days” predicted the current coronavirus outbreak.,says 2008 book “end days” predicted current coronavirus outbreak.,2/19/2020,Politifact,1,9,False,Fake
590,"Says U.S. Immigration and Customs Enforcement “will be at every polling station” on Nov. 3, 2020.","says u.s. immigration customs enforcement “will every polling station” nov. 3, 2020.",2/25/2020,Politifact,5,12,False,Fake
591,"""There is a group going to homes and pretending to be officials from home affairs. They have documents with the letterhead Department of Home Affairs and claim to be confirming that everyone has a valid ID for the upcoming census. They are robbing homes.""","""there group going homes pretending officials home affairs. documents letterhead department home affairs claim confirming everyone valid id upcoming census. robbing homes.""",2/21/2020,Politifact,5,22,False,Fake
592,"“Socialist Workers Party leader Bernie Sanders supported Ayatollah Khomeini against the US, condemned president Carter for imperialism, and accused the hostages of being CIA spies.”","“socialist workers party leader bernie sanders supported ayatollah khomeini us, condemned president carter imperialism, accused hostages cia spies.”",2/18/2020,Politifact,3,18,False,Fake
593,Quotes actor Will Smith as saying: “I’m not afraid to say that Trump and his supporters are ba…”,quotes actor smith saying: “i’m afraid say trump supporters ba…”,2/9/2020,Politifact,1,10,False,Fake
594,"Say Bernie Sanders said, “Italians are gangsters and Irish are drunk and Jews are greedy and black people smell.”","say bernie sanders said, “italians gangsters irish drunk jews greedy black people smell.”",2/19/2020,Politifact,2,13,False,Fake
595,“The mayor of Livermore California explains Trump’s popularity and success.”,“the mayor livermore california explains trump’s popularity success.”,6/16/2018,Politifact,1,8,False,Fake
596,"Rep. Devin Nunes, R-Calif., said “defending Trump is more important than the United States.”","rep. devin nunes, r-calif., said “defending trump important united states.”",2/23/2020,Politifact,6,10,False,Fake
597,“Breaking: UK Prepares For Full Lockdown After Hundreds Of New Cases — Wuhan Super Virus Updates.”,“breaking: uk prepares full lockdown hundreds new cases — wuhan super virus updates.”,2/11/2020,Politifact,2,13,False,Fake
598,A photo shows Air Force One at the 2020 Daytona 500.,photo shows air force one 2020 daytona 500.,2/16/2020,Politifact,1,8,False,Fake
599,“America’s carbon emissions are being reduced at a rate far higher than any country in the world.”,“america’s carbon emissions reduced rate far higher country world.”,2/12/2020,Politifact,1,9,False,Fake
600,"“Bernie Sanders wants free health care for all and was asked how he would pay for it. His answer was raise taxes to 52% on anybody making over $29,000 per year.”","“bernie sanders wants free health care asked pay it. answer raise taxes 52% anybody making $29,000 per year.”",2/20/2020,Politifact,5,18,False,Fake
601,"""Amy, I looked online at your (health care) plan. It’s two paragraphs.""","""amy, looked online (health care) plan. it’s two paragraphs.""",2/19/2020,Politifact,7,9,False,Fake
602,Says the United Nations plans to “implant everyone with a biometric ID.”,says united nations plans “implant everyone biometric id.”,2/20/2020,Politifact,1,8,False,Fake
603,"Says Maxine Waters tweeted, “Every single gun owner I have talked to has told me, ‘As soon as I walked out of that gun store, I felt a killer growing inside of me.’ When will we acknowledge there is no such thing as a responsible gun owner?”","says maxine waters tweeted, “every single gun owner talked told me, ‘as soon walked gun store, felt killer growing inside me.’ acknowledge thing responsible gun owner?”",2/20/2020,Politifact,5,26,False,Fake
604,"Says if you take the oath of office on the Koran, “then you have committed treason.”","says take oath office koran, “then committed treason.”",1/16/2020,Politifact,2,8,False,Fake
605,Says a photo shows the height difference between Donald Trump and Mike Bloomberg.,says photo shows height difference donald trump mike bloomberg.,2/13/2020,Politifact,1,9,False,Fake
606,“Starbucks CEO Has Admitted She Doesnt Like White People”,“starbucks ceo admitted doesnt like white people”,2/9/2020,Politifact,0,7,False,Fake
607,“Pete Buttigieg claims Bible says babies can be aborted ‘up to their first breath.’”,“pete buttigieg claims bible says babies aborted ‘up first breath.’”,9/6/2020,Politifact,1,10,False,Fake
608,Photo shows Bernie Sanders at the 1969 Stonewall riots.,photo shows bernie sanders 1969 stonewall riots.,2/14/2020,Politifact,1,7,False,Fake
609,"After pushing through a red flag law in the New Mexico Senate, Gov. Michelle Lujan Grisham “has had the firearms of her guards and household seized.”","pushing red flag law new mexico senate, gov. michelle lujan grisham “has firearms guards household seized.”",2/9/2020,Politifact,3,16,False,Fake
610,Says Kate Spade worked with the Clintons and suggests they were involved in her death.,says kate spade worked clintons suggests involved death.,7/21/2019,Politifact,1,8,False,Fake
611,“The KKK officially endorses Trump 2020.”,“the kkk officially endorses trump 2020.”,3/12/2019,Politifact,1,6,False,Fake
612,“When using a medical mask you’re supposed to use… white side out (this is the filter part) for when you’re not sick.”,“when using medical mask you’re supposed use… white side (this filter part) you’re sick.”,2/1/2020,Politifact,3,14,False,Fake
613,Says a photo shows Joe Biden groping a woman.,says photo shows joe biden groping woman.,11/12/2020,Politifact,1,7,False,Fake
614,“Colorado school forces students to wear hijabs.”,“colorado school forces students wear hijabs.”,1/30/2020,Politifact,1,6,False,Fake
615,"Says Bill Murray said, “So if we lie to the government, it’s a felony. But if they lie to us it's politics.”","says bill murray said, “so lie government, it’s felony. lie us politics.”",1/26/2020,Politifact,5,12,False,Fake
616,"Sanders’ “Medicare for All” plan ""would cost more than the entire federal budget that we spend now.""","sanders’ “medicare all” plan ""would cost entire federal budget spend now.""",2/7/2020,Politifact,3,11,False,Fake
617,The widow and son of a deceased military veteran looked on in horror as Speaker Nancy Pelosi ripped up a copy of the State of the Union.,widow son deceased military veteran looked horror speaker nancy pelosi ripped copy state union.,2/5/2020,Politifact,1,14,False,Fake
618,"Says the 2019 coronavirus ""causes sudden death syndrome.""","says 2019 coronavirus ""causes sudden death syndrome.""",2/8/2020,Politifact,3,7,False,Fake
619,Says the coronavirus is “a MILITARY BIO-WEAPON Developed by China's Army.”,says coronavirus “a military bio-weapon developed china's army.”,2/1/2020,Politifact,3,8,False,Fake
620,"Says ""the coronavirus was engineered by scientists in a lab.""","says ""the coronavirus engineered scientists lab.""",2/3/2020,Politifact,3,6,False,Fake
621,Says Mitt Romney voted against convicting President Donald Trump because Burisma board member Joseph Cofer Black “is Romney’s national security advisor” and because of ties to Obama CIA director John Brennan.,says mitt romney voted convicting president donald trump burisma board member joseph cofer black “is romney’s national security advisor” ties obama cia director john brennan.,1/31/2020,Politifact,1,25,False,Fake
622,"North Carolina's Democratic primary is open to ""all registered voters, regardless of registration.""","north carolina's democratic primary open ""all registered voters, regardless registration.""",2/4/2020,Politifact,5,10,False,Fake
623,"Says Nancy Pelosi said, “If the Senate conducts a sham trial, our caucus will just impeach the president again. We have no shortage of impeachment offenses. This president is a criminal.”","says nancy pelosi said, “if senate conducts sham trial, caucus impeach president again. shortage impeachment offenses. president criminal.”",1/19/2020,Politifact,5,18,False,Fake
624,"Says with his guilty impeachment vote, Senator Mitt Romney “could be removed from office.”","says guilty impeachment vote, senator mitt romney “could removed office.”",2/6/2020,Politifact,2,10,False,Fake
625,"Says William Barr tweeted, “BREAKING NEWS Senator Mitt Romney is the only Republican Senator who voted to remove President Trump from office… IN A COMPLETELY UNRELATED STORY Senator Mitt Romney is also the only Republican Senator who has a son who sits on the board of a Ukrainian Energy Company.”","says william barr tweeted, “breaking news senator mitt romney republican senator voted remove president trump office… completely unrelated story senator mitt romney also republican senator son sits board ukrainian energy company.”",2/6/2020,Politifact,2,31,False,Fake
626,Says a video shows a fox allowing itself “to feed koala babies in Australia.”,says video shows fox allowing “to feed koala babies australia.”,1/25/2020,Politifact,1,10,False,Fake
627,Says Joe Biden’s campaign told an Iowa library where Jill Biden was holding an event “to remove the American flag as they did not want to say the pledge of allegiance.”,says joe biden’s campaign told iowa library jill biden holding event “to remove american flag want say pledge allegiance.”,2/2/2020,Politifact,1,19,False,Fake
628,Says a video proves Pelosi “was planning” to rip up President Donald Trump’s State of the Union address “from the start.”,says video proves pelosi “was planning” rip president donald trump’s state union address “from start.”,2/5/2020,Politifact,1,15,False,Fake
629,“We have an America where … hard-working families have flat wages.”,“we america … hard-working families flat wages.”,2/5/2020,Politifact,2,7,False,Fake
630,Says the USMCA is the “biggest trade deal ever made.”,says usmca “biggest trade deal ever made.”,1/30/2020,Politifact,1,7,False,Fake
631,Says it shows a “DNC Group” teaching “ILLEGAL VOTING in Arizona.”,says shows “dnc group” teaching “illegal voting arizona.”,1/22/2020,Politifact,1,8,False,Fake
632,"Says Patrick Mahomes said, “I believe George Zimmerman is innocent.”","says patrick mahomes said, “i believe george zimmerman innocent.”",1/14/2020,Politifact,2,9,False,Fake
633,"""Years of economic decay are over"" because Trump ""reversed the failed economic policies of the previous administration.""","""years economic decay over"" trump ""reversed failed economic policies previous administration.""",2/4/2020,Politifact,5,11,False,Fake
634,Says U.S. Rep. Sean Casten “demanded the impeachment of the Republican President before the Mueller report was even released.”,says u.s. rep. sean casten “demanded impeachment republican president mueller report even released.”,1/29/2020,Politifact,4,13,False,Fake
635,Says the coronavirus isn’t new because “Lysol has it listed as one of the viruses that it kills.”,says coronavirus isn’t new “lysol listed one viruses kills.”,1/31/2020,Politifact,1,9,False,Fake
636,"Says Democrats ""blocked the Iowa poll"" and ""blocked the Iowa caucus.""","says democrats ""blocked iowa poll"" ""blocked iowa caucus.""",2/4/2020,Politifact,5,8,False,Fake
637,"Says ""EIGHT Iowa counties have more adults registered to vote than voting-aged adults living there.”","says ""eight iowa counties adults registered vote voting-aged adults living there.”",2/2/2020,Politifact,3,11,False,Fake
638,"Say Nancy Pelosi’s net worth is $196,299,990.","say nancy pelosi’s net worth $196,299,990.",1/23/2020,Politifact,4,6,False,Fake
639,"""Vice President Biden threatened a foreign country and forced them to fire a prosecutor who was investigating a company,"" that paid his son Hunter.","""vice president biden threatened foreign country forced fire prosecutor investigating company,"" paid son hunter.",1/29/2020,Politifact,4,14,False,Fake
640,"Says a ""Clorox bottle claimed it could kill (the 2019 coronavirus)... before it was developed.""","says ""clorox bottle claimed could kill (the 2019 coronavirus)... developed.""",1/28/2020,Politifact,8,10,False,Fake
641,Says she hasn’t taken corporate PAC money “since 2016.”,says hasn’t taken corporate pac money “since 2016.”,9/1/2020,Politifact,1,8,False,Fake
642,"When asked if he’s defended former U.S. ambassador to Ukraine Marie Yovanovitch, ""I've defended every single person on this team.""","asked he’s defended former u.s. ambassador ukraine marie yovanovitch, ""i've defended every single person team.""",1/24/2020,Politifact,7,15,False,Fake
643,An MSNBC reporter was fired for using a racial slur while covering the Kobe Bryant helicopter crash.,msnbc reporter fired using racial slur covering kobe bryant helicopter crash.,1/27/2020,Politifact,1,11,False,Fake
644,"Says the Democratic Party ""took Social Security from the independent ‘Trust Fund’ and put it into the general fund so that Congress could spend it"" and ""eliminated the income tax deduction for Social Security (FICA) withholding.""","says democratic party ""took social security independent ‘trust fund’ put general fund congress could spend it"" ""eliminated income tax deduction social security (fica) withholding.""",7/13/2018,Politifact,7,24,False,Fake
645,"Says the Chinese Communist Party ""will finally admit that the real source of the coronavirus is from ‘a lab in Wuhan’ linked to its covert biological weapon programs.""","says chinese communist party ""will finally admit real source coronavirus ‘a lab wuhan’ linked covert biological weapon programs.""",1/25/2020,Politifact,3,18,False,Fake
646,"Says China ""stole Coronavirus from Canada and weaponized it into a Bioweapon.""","says china ""stole coronavirus canada weaponized bioweapon.""",1/26/2020,Politifact,3,7,False,Fake
647,"Says Gary Peters ""supports ‘Medicare for All,’ siding with radical liberals.""","says gary peters ""supports ‘medicare all,’ siding radical liberals.""",12/16/2020,Politifact,4,9,False,Fake
648,"""The Democrat controlled House never even asked John Bolton to testify.""","""the democrat controlled house never even asked john bolton testify.""",1/27/2020,Politifact,3,10,False,Fake
649,"""NEW INFO SAYS KOBE BRYANT AND ALL 4 OF HIS DAUGHTER HAVE DIED FROM HELICOPTER CRASH.""","""new info says kobe bryant 4 daughter died helicopter crash.""",1/26/2020,Politifact,3,10,False,Fake
650,Says former NBA player Rick Fox was also on board with Kobe Bryant,says former nba player rick fox also board kobe bryant,1/26/2020,Politifact,0,10,False,Fake
651,"Says Kobe Bryant and his daughter, Gianna, were both born Aug. 23.","says kobe bryant daughter, gianna, born aug. 23.",1/27/2020,Politifact,4,8,False,Fake
